question,choice,view,segment,year,value
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性40代,2020,54.7
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性40代,2022,52.6
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性40代,2024,49.3
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,1992,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,1994,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,1996,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,1998,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,2000,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,2002,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,2004,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,2006,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,2008,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,2010,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,2012,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,2014,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,2016,52.4
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,2018,50.9
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,2020,50.0
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,2022,56.8
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性50代,2024,55.5
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,1992,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,1994,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,1996,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,1998,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,2000,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,2002,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,2004,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,2006,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,2008,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,2010,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,2012,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,2014,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,2016,46.4
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,2018,46.9
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,2020,44.4
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,2022,44.1
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(男性),男性60代,2024,48.4
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,1992,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,1994,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,1996,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,1998,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,2000,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,2002,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,2004,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,2006,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,2008,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,2010,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,2012,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,2014,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,2016,17.5
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,2018,22.0
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,2020,15.0
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,2022,15.9
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性20代,2024,17.3
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,1992,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,1994,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,1996,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,1998,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,2000,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,2002,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,2004,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,2006,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,2008,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,2010,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,2012,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,2014,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,2016,39.8
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,2018,35.3
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,2020,20.0
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,2022,25.7
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性30代,2024,24.8
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,1992,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,1994,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,1996,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,1998,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,2000,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,2002,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,2004,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,2006,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,2008,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,2010,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,2012,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,2014,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,2016,39.3
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,2018,36.6
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,2020,31.1
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,2022,34.5
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性40代,2024,32.5
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,1992,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,1994,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,1996,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,1998,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,2000,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,2002,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,2004,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,2006,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,2008,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,2010,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,2012,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,2014,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,2016,37.3
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,2018,40.0
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,2020,37.8
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,2022,39.0
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性50代,2024,42.5
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,1992,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,1994,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,1996,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,1998,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,2000,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,2002,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,2004,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,2006,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,2008,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,2010,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,2012,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,2014,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,2016,40.6
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,2018,39.7
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,2020,40.5
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,2022,41.1
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,年代別(女性),女性60代,2024,35.1
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,1992,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,1994,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,1996,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,1998,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,2000,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,2002,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,2004,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,2006,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,2008,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,2010,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,2012,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,2014,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,2016,41.3
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,2018,41.5
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,2020,38.2
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,2022,39.7
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,首都圏,2024,38.4
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,1992,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,1994,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,1996,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,1998,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,2000,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,2002,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,2004,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,2006,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,2008,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,2010,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,2012,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,2014,
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,2016,49.4
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,2018,44.3
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,2020,38.7
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,2022,42.1
最も好きなお酒(単一回答),ビール・発泡酒・その他のビール系飲料,地域別,阪神圏,2024,42.5
最も好きなお酒(単一回答),ウィスキー,全体,全体,1992,
最も好きなお酒(単一回答),ウィスキー,全体,全体,1994,
最も好きなお酒(単一回答),ウィスキー,全体,全体,1996,
最も好きなお酒(単一回答),ウィスキー,全体,全体,1998,
最も好きなお酒(単一回答),ウィスキー,全体,全体,2000,
最も好きなお酒(単一回答),ウィスキー,全体,全体,2002,
最も好きなお酒(単一回答),ウィスキー,全体,全体,2004,
最も好きなお酒(単一回答),ウィスキー,全体,全体,2006,
最も好きなお酒(単一回答),ウィスキー,全体,全体,2008,
最も好きなお酒(単一回答),ウィスキー,全体,全体,2010,
最も好きなお酒(単一回答),ウィスキー,全体,全体,2012,
最も好きなお酒(単一回答),ウィスキー,全体,全体,2014,
最も好きなお酒(単一回答),ウィスキー,全体,全体,2016,2.8
最も好きなお酒(単一回答),ウィスキー,全体,全体,2018,2.7
最も好きなお酒(単一回答),ウィスキー,全体,全体,2020,2.8
最も好きなお酒(単一回答),ウィスキー,全体,全体,2022,2.6
最も好きなお酒(単一回答),ウィスキー,全体,全体,2024,3.4
最も好きなお酒(単一回答),ウィスキー,男女別,男性,1992,
最も好きなお酒(単一回答),ウィスキー,男女別,男性,1994,
最も好きなお酒(単一回答),ウィスキー,男女別,男性,1996,
最も好きなお酒(単一回答),ウィスキー,男女別,男性,1998,
最も好きなお酒(単一回答),ウィスキー,男女別,男性,2000,
最も好きなお酒(単一回答),ウィスキー,男女別,男性,2002,
最も好きなお酒(単一回答),ウィスキー,男女別,男性,2004,
最も好きなお酒(単一回答),ウィスキー,男女別,男性,2006,
最も好きなお酒(単一回答),ウィスキー,男女別,男性,2008,
最も好きなお酒(単一回答),ウィスキー,男女別,男性,2010,
最も好きなお酒(単一回答),ウィスキー,男女別,男性,2012,
最も好きなお酒(単一回答),ウィスキー,男女別,男性,2014,
最も好きなお酒(単一回答),ウィスキー,男女別,男性,2016,4.5
最も好きなお酒(単一回答),ウィスキー,男女別,男性,2018,4.2
最も好きなお酒(単一回答),ウィスキー,男女別,男性,2020,4.3
最も好きなお酒(単一回答),ウィスキー,男女別,男性,2022,4.3
最も好きなお酒(単一回答),ウィスキー,男女別,男性,2024,5.6
最も好きなお酒(単一回答),ウィスキー,男女別,女性,1992,
最も好きなお酒(単一回答),ウィスキー,男女別,女性,1994,
最も好きなお酒(単一回答),ウィスキー,男女別,女性,1996,
最も好きなお酒(単一回答),ウィスキー,男女別,女性,1998,
最も好きなお酒(単一回答),ウィスキー,男女別,女性,2000,
最も好きなお酒(単一回答),ウィスキー,男女別,女性,2002,
最も好きなお酒(単一回答),ウィスキー,男女別,女性,2004,
最も好きなお酒(単一回答),ウィスキー,男女別,女性,2006,
最も好きなお酒(単一回答),ウィスキー,男女別,女性,2008,
最も好きなお酒(単一回答),ウィスキー,男女別,女性,2010,
最も好きなお酒(単一回答),ウィスキー,男女別,女性,2012,
最も好きなお酒(単一回答),ウィスキー,男女別,女性,2014,
最も好きなお酒(単一回答),ウィスキー,男女別,女性,2016,0.6
最も好きなお酒(単一回答),ウィスキー,男女別,女性,2018,0.9
最も好きなお酒(単一回答),ウィスキー,男女別,女性,2020,1.0
最も好きなお酒(単一回答),ウィスキー,男女別,女性,2022,0.5
最も好きなお酒(単一回答),ウィスキー,男女別,女性,2024,0.7
最も好きなお酒(単一回答),ウィスキー,年代別,20代,1992,
最も好きなお酒(単一回答),ウィスキー,年代別,20代,1994,
最も好きなお酒(単一回答),ウィスキー,年代別,20代,1996,
最も好きなお酒(単一回答),ウィスキー,年代別,20代,1998,
最も好きなお酒(単一回答),ウィスキー,年代別,20代,2000,
最も好きなお酒(単一回答),ウィスキー,年代別,20代,2002,
最も好きなお酒(単一回答),ウィスキー,年代別,20代,2004,
最も好きなお酒(単一回答),ウィスキー,年代別,20代,2006,
最も好きなお酒(単一回答),ウィスキー,年代別,20代,2008,
最も好きなお酒(単一回答),ウィスキー,年代別,20代,2010,
最も好きなお酒(単一回答),ウィスキー,年代別,20代,2012,
最も好きなお酒(単一回答),ウィスキー,年代別,20代,2014,
最も好きなお酒(単一回答),ウィスキー,年代別,20代,2016,2.6
最も好きなお酒(単一回答),ウィスキー,年代別,20代,2018,3.2
最も好きなお酒(単一回答),ウィスキー,年代別,20代,2020,4.1
最も好きなお酒(単一回答),ウィスキー,年代別,20代,2022,2.0
最も好きなお酒(単一回答),ウィスキー,年代別,20代,2024,3.9
最も好きなお酒(単一回答),ウィスキー,年代別,30代,1992,
最も好きなお酒(単一回答),ウィスキー,年代別,30代,1994,
最も好きなお酒(単一回答),ウィスキー,年代別,30代,1996,
最も好きなお酒(単一回答),ウィスキー,年代別,30代,1998,
最も好きなお酒(単一回答),ウィスキー,年代別,30代,2000,
最も好きなお酒(単一回答),ウィスキー,年代別,30代,2002,
最も好きなお酒(単一回答),ウィスキー,年代別,30代,2004,
最も好きなお酒(単一回答),ウィスキー,年代別,30代,2006,
最も好きなお酒(単一回答),ウィスキー,年代別,30代,2008,
最も好きなお酒(単一回答),ウィスキー,年代別,30代,2010,
最も好きなお酒(単一回答),ウィスキー,年代別,30代,2012,
最も好きなお酒(単一回答),ウィスキー,年代別,30代,2014,
最も好きなお酒(単一回答),ウィスキー,年代別,30代,2016,1.8
最も好きなお酒(単一回答),ウィスキー,年代別,30代,2018,1.0
最も好きなお酒(単一回答),ウィスキー,年代別,30代,2020,3.2
最も好きなお酒(単一回答),ウィスキー,年代別,30代,2022,3.1
最も好きなお酒(単一回答),ウィスキー,年代別,30代,2024,3.0
最も好きなお酒(単一回答),ウィスキー,年代別,40代,1992,
最も好きなお酒(単一回答),ウィスキー,年代別,40代,1994,
最も好きなお酒(単一回答),ウィスキー,年代別,40代,1996,
最も好きなお酒(単一回答),ウィスキー,年代別,40代,1998,
最も好きなお酒(単一回答),ウィスキー,年代別,40代,2000,
最も好きなお酒(単一回答),ウィスキー,年代別,40代,2002,
最も好きなお酒(単一回答),ウィスキー,年代別,40代,2004,
最も好きなお酒(単一回答),ウィスキー,年代別,40代,2006,
最も好きなお酒(単一回答),ウィスキー,年代別,40代,2008,
最も好きなお酒(単一回答),ウィスキー,年代別,40代,2010,
最も好きなお酒(単一回答),ウィスキー,年代別,40代,2012,
最も好きなお酒(単一回答),ウィスキー,年代別,40代,2014,
最も好きなお酒(単一回答),ウィスキー,年代別,40代,2016,2.8
最も好きなお酒(単一回答),ウィスキー,年代別,40代,2018,2.5
最も好きなお酒(単一回答),ウィスキー,年代別,40代,2020,2.0
最も好きなお酒(単一回答),ウィスキー,年代別,40代,2022,2.3
最も好きなお酒(単一回答),ウィスキー,年代別,40代,2024,2.4
最も好きなお酒(単一回答),ウィスキー,年代別,50代,1992,
最も好きなお酒(単一回答),ウィスキー,年代別,50代,1994,
最も好きなお酒(単一回答),ウィスキー,年代別,50代,1996,
最も好きなお酒(単一回答),ウィスキー,年代別,50代,1998,
最も好きなお酒(単一回答),ウィスキー,年代別,50代,2000,
最も好きなお酒(単一回答),ウィスキー,年代別,50代,2002,
最も好きなお酒(単一回答),ウィスキー,年代別,50代,2004,
最も好きなお酒(単一回答),ウィスキー,年代別,50代,2006,
最も好きなお酒(単一回答),ウィスキー,年代別,50代,2008,
最も好きなお酒(単一回答),ウィスキー,年代別,50代,2010,
最も好きなお酒(単一回答),ウィスキー,年代別,50代,2012,
最も好きなお酒(単一回答),ウィスキー,年代別,50代,2014,
最も好きなお酒(単一回答),ウィスキー,年代別,50代,2016,3.4
最も好きなお酒(単一回答),ウィスキー,年代別,50代,2018,2.0
最も好きなお酒(単一回答),ウィスキー,年代別,50代,2020,2.7
最も好きなお酒(単一回答),ウィスキー,年代別,50代,2022,3.0
最も好きなお酒(単一回答),ウィスキー,年代別,50代,2024,4.3
最も好きなお酒(単一回答),ウィスキー,年代別,60代,1992,
最も好きなお酒(単一回答),ウィスキー,年代別,60代,1994,
最も好きなお酒(単一回答),ウィスキー,年代別,60代,1996,
最も好きなお酒(単一回答),ウィスキー,年代別,60代,1998,
最も好きなお酒(単一回答),ウィスキー,年代別,60代,2000,
最も好きなお酒(単一回答),ウィスキー,年代別,60代,2002,
最も好きなお酒(単一回答),ウィスキー,年代別,60代,2004,
最も好きなお酒(単一回答),ウィスキー,年代別,60代,2006,
最も好きなお酒(単一回答),ウィスキー,年代別,60代,2008,
最も好きなお酒(単一回答),ウィスキー,年代別,60代,2010,
最も好きなお酒(単一回答),ウィスキー,年代別,60代,2012,
最も好きなお酒(単一回答),ウィスキー,年代別,60代,2014,
最も好きなお酒(単一回答),ウィスキー,年代別,60代,2016,3.7
最も好きなお酒(単一回答),ウィスキー,年代別,60代,2018,5.6
最も好きなお酒(単一回答),ウィスキー,年代別,60代,2020,2.7
最も好きなお酒(単一回答),ウィスキー,年代別,60代,2022,2.6
最も好きなお酒(単一回答),ウィスキー,年代別,60代,2024,3.7
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,1992,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,1994,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,1996,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,1998,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,2000,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,2002,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,2004,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,2006,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,2008,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,2010,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,2012,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,2014,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,2016,3.8
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,2018,6.0
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,2020,6.9
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,2022,3.9
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性20代,2024,5.8
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,1992,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,1994,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,1996,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,1998,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,2000,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,2002,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,2004,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,2006,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,2008,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,2010,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,2012,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,2014,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,2016,3.2
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,2018,1.7
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,2020,3.4
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,2022,5.2
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性30代,2024,4.8
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性40代,1992,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性40代,1994,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性40代,1996,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性40代,1998,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性40代,2000,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性40代,2002,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性40代,2004,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性40代,2006,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性40代,2008,
最も好きなお酒(単一回答),ウィスキー,年代別(男性),男性40代,2010,
